budget,genres,homepage,id,keywords,overview,production_companies,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,year,Drama,Comedy,Action,Adventure,Horror,Crime,Thriller,Animation,Fantasy,Romance,Science Fiction,Documentary,Family,Mystery,Music,Western,History,War,TV Movie,Foreign,year_int,buying_power,revenue_adj,budget_adj,primary_genre
0,"{""28"": ""Action"", ""12"": ""Adventure"", ""80"": ""Crime"", ""10751"": ""Family"", ""9648"": ""Mystery"", ""53"": ""Thriller""}",,14043,"[{""id"": 387, ""name"": ""california""}, {""id"": 703, ""name"": ""detective""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 18420, ""name"": ""surveillance""}, {""id"": 1""878""44, ""name"": ""flashback""}]",Intrepid teenage private eye Nancy Drew heads to Tinseltown with her father to investigate the unsolved murder of a movie star in this old-fashioned whodunit based on Carolyn Keene's popular series of books for young adults. But can the small-town girl cut through the Hollywood hype to solve the case?,"[{""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Warner Bros."", ""id"": 6194}]",6/15/07,0,99,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Small Town Girl. Big Time Adventure.,Nancy Drew,5.8,143,2007,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2007,1.586396327,0,0, Action
110000000,"{""28"": ""Action"", ""53"": ""Thriller""}",,1571,"[{""id"": 279, ""name"": ""usa""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": ""18""12, ""name"": ""fbi""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 3543, ""name"": ""transport of prisoners""}, {""id"": 3612, ""name"": ""traffic jam""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 8440, ""name"": ""ex-cop""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15156, ""name"": ""cell phone""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 33352, ""name"": ""police car""}, {""id"": 335""53"", ""name"": ""walkie talkie""}, {""id"": 16""53""40, ""name"": ""based on article""}, {""id"": 2""18""122, ""name"": ""cyber terrorism""}, {""id"": 219404, ""name"": ""action hero""}, {""id"": 226846, ""name"": ""power plant""}]","John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.","[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Wintergreen Productions"", ""id"": 11845}]",6/20/07,383531464,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",The old school cop is back!,Live Free or Die Hard,6.4,2089,2007,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1.586396327,608432905.8,174503596, Action
25000000,"{""28"": ""Action"", ""12"": ""Adventure"", ""18"": ""Drama"", ""10749"": ""Romance""}",,13491,"[{""id"": 156321, ""name"": ""tv movie""}]","Arn, the son of a high-ranking Swedish nobleman is educated in a monastery and sent to the Holy Land as a knight templar to do penance for a forbidden love.","[{""name"": ""Danmarks Radio (DR)"", ""id"": 119}, {""name"": ""Telepool"", ""id"": 823}, {""name"": ""AMC Pictures"", ""id"": 2""80""0}, {""name"": ""TV4 Sweden"", ""id"": 2""80""2}, {""name"": ""SF Norge"", ""id"": 2888}, {""name"": ""Molinare Studios"", ""id"": 4250}, {""name"": ""Yleisradio (YLE)"", ""id"": 5975}, {""name"": ""Svensk Filmindustri (SF)"", ""id"": 6181}, {""name"": ""Juonifilmi"", ""id"": 9375}, {""name"": ""TV2 Norge"", ""id"": 11682}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}, {""name"": ""Soundchef Studios"", ""id"": 18843}, {""name"": ""Arion Communications Ltd."", ""id"": 22675}, {""name"": ""Dagsljus Filmequipment"", ""id"": 22676}, {""name"": ""Sheba Films"", ""id"": 24991}, {""name"": ""Sandline Production"", ""id"": 24992}, {""name"": ""Europa Film Sound Production"", ""id"": 24993}]",12/17/07,0,139,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}]",A Knight in the Holy Land. A Woman in the Frozen North. A War that Kept Them Apart.,Arn: The Knight Templar,6.4,76,2007,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007,1.586396327,0,39659908.18, Action
0,"{""28"": ""Action"", ""35"": ""Comedy""}",,10074,"[{""id"": 5956, ""name"": ""stuntman""}, {""id"": 6669, ""name"": ""step father""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]","For Rod Kimball, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt.","[{""name"": ""Paramount Pictures"", ""id"": 4}]",8/3/07,14334401,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Smack destiny in the face.,Hot Rod,6.3,313,2007,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1.586396327,22740041.1,0, Action
0,"{""28"": ""Action"", ""35"": ""Comedy"", ""27"": ""Horror""}",,16205,"[{""id"": 1890, ""name"": ""camping""}, {""id"": 5569, ""name"": ""vomit""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 156810, ""name"": ""science""}]","As a child Jack Brooks witnessed the brutal murder of his family. Now a young man he struggles with a pestering girlfriend, therapy sessions that resolve nothing, and night classes that barely hold his interest. After unleashing an ancient curse, Jack's Professor undergoes a transformation into something not-quite- human, and Jack is forced to confront some old demons... along with a few new ones.","[{""name"": ""Brookstreet Pictures"", ""id"": 3160}, {""name"": ""Sound Venture Productions"", ""id"": 48420}]",10/9/07,0,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",...I used to be a plumber,Jack Brooks: Monster Slayer,5.7,59,2007,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1.586396327,0,0, Action
20000000,"{""28"": ""Action"", ""12"": ""Adventure"", ""35"": ""Comedy""}",,9760,[],"When Edward, Peter, Lucy and Susan each follow their own path, they end up finding themselves at Willy's Chocolate factory. Walking through a wardrobe, they discover the world of Gnarnia, which is ruled by the White Bitch. Meeting up with characters such as Harry Potter and Captain Jack Swallows, the newly reunited family must team up with Aslo, a wise-but-horny lion to stop the white bitch's army","[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Paul Schiff Productions"", ""id"": 23596}]",1/25/07,86865564,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",We know it's big. We measured.,Epic Movie,3.2,326,2007,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1.586396327,137803211.7,31727926.54, Action
20000000,"{""28"": ""Action"", ""80"": ""Crime"", ""18"": ""Drama"", ""53"": ""Thriller""}",,"1""18""35","[{""id"": 697, ""name"": ""loss of son""}, {""id"": 1522, ""name"": ""repayment""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 11522, ""name"": ""police officer killed""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 160488, ""name"": ""hoodlum""}, {""id"": 160543, ""name"": ""semiautomatic pistol""}, {""id"": 172353, ""name"": ""finger gun""}]","Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.","[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Baldwin Entertainment Group"", ""id"": 2234}, {""name"": ""Hyde Park Entertainment"", ""id"": 13816}, {""name"": ""Brass Hat Films"", ""id"": 13817}]",8/31/07,16974459,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Protect what's yours.,Death Sentence,6.5,297,2007,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1.586396327,26928219.41,31727926.54, Action
140000000,"{""28"": ""Action"", ""35"": ""Comedy"", ""80"": ""Crime"", ""53"": ""Thriller""}",,5174,"[{""id"": 1704, ""name"": ""ambassador""}]","After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.","[{""name"": ""New Line Cinema"", ""id"": 12}]",8/8/07,258022233,91,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",The Rush Is On!,Rush Hour 3,6.1,783,2007,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1.586396327,409325522.7,222095485.8, Action
70000000,"{""28"": ""Action"", ""18"": ""Drama"", ""9648"": ""Mystery"", ""53"": ""Thriller""}",http://www.universalstudiosentertainment.com/the-bourne-ultimatum/,2503,"[{""id"": 90, ""name"": ""paris""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 744, ""name"": ""madrid""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 8""18"", ""name"": ""based on novel""}, {""id"": 1295, ""name"": ""europe""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 3851, ""name"": ""dangerous""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 4087, ""name"": ""revelation""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 6710, ""name"": ""interpol""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": ""18""269, ""name"": ""moskow""}, {""id"": 164148, ""name"": ""dark past""}, {""id"": ""18""5702, ""name"": ""langley virginia""}, {""id"": 1""878""44, ""name"": ""flashback""}, {""id"": 226521, ""name"": ""chase on the roof""}, {""id"": 226522, ""name"": ""security leak""}]","Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Ludlum Entertainment"", ""id"": 11347}, {""name"": ""Motion Picture BETA Produktionsgesellschaft"", ""id"": 11348}, {""name"": ""Bourne Again"", ""id"": 11349}]",8/3/07,442824138,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Remember everything. Forgive nothing.,The Bourne Ultimatum,7.3,2888,2007,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2007,1.586396327,702494586,111047742.9, Action
24000000,"{""28"": ""Action"", ""80"": ""Crime"", ""18"": ""Drama"", ""53"": ""Thriller""}",http://www.hitmanmovie.com/,1620,"[{""id"": 782, ""name"": ""assassin""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2111, ""name"": ""soviet union""}, {""id"": 2139, ""name"": ""russia""}, {""id"": 2698, ""name"": ""celibacy""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 2908, ""name"": ""secret society""}, {""id"": 3720, ""name"": ""power""}, {""id"": 3997, ""name"": ""power takeover""}, {""id"": 5440, ""name"": ""adversary""}, {""id"": 6086, ""name"": ""government""}, {""id"": 13129, ""name"": ""execution""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 215141, ""name"": ""secret formula""}]","The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.","[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Anka Film"", ""id"": 867}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Daybreak Productions"", ""id"": 11746}, {""name"": ""Prime Universe Productions"", ""id"": 11747}]",11/21/07,99965753,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""sr"", ""name"": ""Srpski""}]",Assassin 47,Hitman,5.9,966,2007,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1.586396327,158585303.4,"3""80""73511.85", Action
61000000,"{""28"": ""Action"", ""18"": ""Drama"", ""9648"": ""Mystery"", ""53"": ""Thriller"", ""80"": ""Crime""}",http://www.shootermovie.com/,7485,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 2944, ""name"": ""senator""}, {""id"": 5514, ""name"": ""conspiracy of murder""}, {""id"": 5885, ""name"": ""childlessness""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 12355, ""name"": ""sniper rifle""}, {""id"": ""18""525, ""name"": ""fbi agent""}]","A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Grosvenor Park Impact Productions"", ""id"": 57421}]",3/22/07,95696996,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Yesterday was about honor. Today is about justice.,Shooter,6.9,1462,2007,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2007,1.586396327,151813363,96770175.95, Action
67000000,"{""28"": ""Action"", ""12"": ""Adventure"", ""14"": ""Fantasy"", ""10752"": ""War""}",,9703,"[{""id"": 1405, ""name"": ""roman empire""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 5049, ""name"": ""ancient rome""}, {""id"": 8659, ""name"": ""western roman empire""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 194576, ""name"": ""julius caesar""}]","As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.","[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Quinta Communications"", ""id"": 6370}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}, {""name"": ""Zephyr Films"", ""id"": 16923}]",4/19/07,25303038,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The end of an empire...the beginning of a legend.,The Last Legion,5,207,2007,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2007,1.586396327,40140646.55,106288553.9, Action
53000000,"{""28"": ""Action"", ""35"": ""Comedy"", ""18"": ""Drama""}",,9955,"[{""id"": 271, ""name"": ""competition""}, {""id"": 2070, ""name"": ""olympic games""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 157168, ""name"": ""ice skating""}]","When a much-publicized ice-skating scandal strips them of their gold medals, two world-class athletes skirt their way back onto the ice via a loophole that allows them to compete together as a pairs team.","[{""name"": ""DreamWorks"", ""id"": 7}]",3/30/07,0,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Kick Some Ice.,Blades of Glory,5.9,569,2007,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1.586396327,0,84079005.33, Action
0,"{""28"": ""Action"", ""12"": ""Adventure"", ""35"": ""Comedy""}",http://video.movies.go.com/wildhogs/,11199,"[{""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 11475, ""name"": ""politically incorrect""}, {""id"": 14736, ""name"": ""motorcycle gang""}, {""id"": 168132, ""name"": ""biker film""}, {""id"": 168135, ""name"": ""awkwardness""}, {""id"": 168141, ""name"": ""travel writer""}, {""id"": 176793, ""name"": ""middle age""}, {""id"": 178517, ""name"": ""middle aged man""}]","Restless and ready for adventure, four suburban bikers leave the safety of their subdivision and head out on the open road. But complications ensue when they cross paths with an intimidating band of New Mexico bikers known as the Del Fuegos.","[{""name"": ""Wild Hogs Productions"", ""id"": 6354}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",3/2/07,253625427,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A lot can happen on the road to nowhere.,Wild Hogs,5.6,648,2007,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1.586396327,402350445.8,0, Action
30000000,"{""28"": ""Action"", ""53"": ""Thriller"", ""878"": ""Science Fiction""}",,13460,"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 6898, ""name"": ""quarantine""}, {""id"": 9685, ""name"": ""futuristic""}, {""id"": 9725, ""name"": ""sword fight""}, {""id"": 14675, ""name"": ""lethal virus""}]","A lethal virus spreads throughout the British isles,infecting millions and killing hundreds of thousands. To contain the threat, acting authorities brutally quarantine the country as it succumbs to fear and chaos. The quarantine is successful. Three decades later, the Reaper virus violently resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.","[{""name"": ""Rogue Pictures"", ""id"": 134}, {""name"": ""Intrepid Pictures"", ""id"": 1224}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Moonlighting Films"", ""id"": 9137}, {""name"": ""Internationale Filmproduktion Blackbird Dritte"", ""id"": 19855}, {""name"": ""Crystal Sky Pictures"", ""id"": 20241}]",3/14/08,22211426,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Mankind has an expiration date.,Doomsday,5.8,363,2008,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2008,1.647306809,36589033.29,49419204.27, Action
20500000,"{""28"": ""Action"", ""80"": ""Crime""}",http://punisherwarzonemovie.com,13056,"[{""id"": 10525, ""name"": ""broken neck""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 174947, ""name"": ""wall safe""}, {""id"": 1749""53"", ""name"": ""trashed house""}, {""id"": 174954, ""name"": ""aerial shot""}, {""id"": 174959, ""name"": ""military dress uniform""}, {""id"": 174960, ""name"": ""vanity""}, {""id"": 174968, ""name"": ""flare""}, {""id"": 187056, ""name"": ""woman director""}]","Waging his one-man war on the world of organized crime, ruthless vigilante-hero Frank Castle sets his sights on overeager mob boss Billy Russoti. After Russoti is left horribly disfigured by Castle, he sets out for vengeance under his new alias: Jigsaw. With the ""Punisher Task Force"" hot on his trail and the FBI unable to take Jigsaw in, Frank must stand up to the formidable army that Jigsaw has recruited before more of his evil deeds go unpunished.","[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""MHF Zweite Academy Film"", ""id"": 8848}, {""name"": ""Marvel Knights"", ""id"": 11106}, {""name"": ""Valhalla Motion Pictures"", ""id"": 11""53""3}, {""name"": ""SGF Entertainment"", ""id"": 33808}, {""name"": ""Muse Entertainment"", ""id"": 83338}]",12/5/08,10089373,102,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Vengeance has a name,Punisher: War Zone,5.6,294,2008,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1.647306809,16620292.84,33769789.58, Action
60000000,"{""28"": ""Action"", ""35"": ""Comedy"", ""53"": ""Thriller"", ""80"": ""Crime"", ""878"": ""Science Fiction""}",http://www.mycityscreams.com/,8285,"[{""id"": 1308, ""name"": ""secret identity""}, {""id"": 1621, ""name"": ""robber""}, {""id"": 2546, ""name"": ""mask""}, {""id"": 4456, ""name"": ""frog""}, {""id"": 11825, ""name"": ""based on comic strip""}, {""id"": 12415, ""name"": ""back from the dead""}]","Down these mean streets a man must come. A hero born, murdered, and born again. When a Rookie cop named Denny Colt returns from the beyond as The Spirit, a hero whose mission is to fight against the bad forces from the shadows of Central City, the Octopus who kills anyone unfortunate enough to see his face who has other plans. He's going to wipe out the entire city.","[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""Media Magik Entertainment"", ""id"": 5627}, {""name"": ""Dark Lot Entertainment"", ""id"": 7375}, {""name"": ""Continental Entertainment Group (CEG)"", ""id"": 7376}]",12/25/08,39031337,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",I'm gonna kill you all kinds of dead.,The Spirit,4.7,320,2008,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2008,1.647306809,64296587.2,98838408.54, Action
60000000,"{""28"": ""Action"", ""80"": ""Crime"", ""18"": ""Drama"", ""53"": ""Thriller""}",http://www.righteouskill-themovie.com,13389,"[{""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11422, ""name"": ""plot twist""}, {""id"": 11719, ""name"": ""dirty cop""}]","Two veteran New York City detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago; is there a serial killer on the loose, and did they perhaps put the wrong person behind bars?","[{""name"": ""Grosvenor Park Media Ltd."", ""id"": 2053}, {""name"": ""InVenture Entertainment"", ""id"": 2831}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Nu-Image Films"", ""id"": 21543}]",9/11/08,73174566,101,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Most people respect the badge. Everybody respects the gun.,Righteous Kill,5.9,375,2008,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1.647306809,120540960.8,98838408.54, Action
10000000,"{""28"": ""Action"", ""12"": ""Adventure"", ""35"": ""Comedy"", ""37"": ""Western""}",,15067,"[{""id"": 75, ""name"": ""gunslinger""}, {""id"": 1419, ""name"": ""gun""}]","The story of three Korean outlaws in 1930s Manchuria and their dealings with the Japanese army and Chinese and Russian bandits. The Good (a Bounty hunter), the Bad (a hitman), and the Weird (a thief) battle the army and the bandits in a race to use a treasure map to uncover the riches of legend.","[{""name"": ""Cineclick Asia"", ""id"": 685}, {""name"": ""CJ Entertainment"", ""id"": 7036}, {""name"": ""Grimm Pictures"", ""id"": 49971}, {""name"": ""Barunson"", ""id"": 49972}]",7/16/08,0,130,"[{""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",A Fistful of Fun!,"The Good, The Bad, The Weird",7.1,193,2008,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,1.647306809,0,16473068.09, Action
140000000,"{""28"": ""Action"", ""878"": ""Science Fiction"", ""12"": ""Adventure""}",http://www.ironmanmovie.com/,1726,"[{""id"": ""53""9, ""name"": ""middle east""}, {""id"": 6163, ""name"": ""arms dealer""}, {""id"": 8613, ""name"": ""malibu""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 12555, ""name"": ""tony stark""}, {""id"": 173776, ""name"": ""iron man""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 208630, ""name"": ""counter terrorism""}, {""id"": 209756, ""name"": ""agent coulson""}]","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","[{""name"": ""Marvel Studios"", ""id"": 420}]",4/30/08,585174222,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Heroes aren't born. They're built.,Iron Man,7.4,8776,2008,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2008,1.647306809,963961480.4,230622953.3, Action
